"Archivo","Plantilla","Rubro","Categoría","Productos/Servicios"
"Alimentos y Bebidas/01-dashboard-financiero-Bodega.xlsx","Dashboard Financiero","Bodega","Alimentos y Bebidas","Arroz 5kg | Aceite 1L | Azúcar 1kg | Fideos 800g | Atún lata | Leche evaporada | Gaseosa 1.5L | Pan ciabatta"
"Transporte y Logistica/05-flujo-de-caja-Transporte de Carga.xlsx","Flujo de Caja","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/06-gestion-proyectos-Transporte de Carga.xlsx","Gestión de Proyectos","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/07-analisis-kpis-Transporte de Carga.xlsx","Análisis de KPIs","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/08-control-gastos-Transporte de Carga.xlsx","Control de Gastos","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/09-planilla-personal-Transporte de Carga.xlsx","Planilla de Personal","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/10-cuentas-por-cobrar-Transporte de Carga.xlsx","Cuentas por Cobrar","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/11-caja-diaria-Transporte de Carga.xlsx","Caja Diaria","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/12-compras-proveedores-Transporte de Carga.xlsx","Compras y Proveedores","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/13-balance-general-Transporte de Carga.xlsx","Balance General","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/14-estado-resultados-Transporte de Carga.xlsx","Estado de Resultados","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/15-flujo-efectivo-indirecto-Transporte de Carga.xlsx","Flujo de Efectivo Indirecto","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/16-conciliacion-bancaria-Transporte de Carga.xlsx","Conciliación Bancaria","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/17-libro-diario-Transporte de Carga.xlsx","Libro Diario y Mayor","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/18-ratios-financieros-Transporte de Carga.xlsx","Ratios Financieros","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/19-control-tributario-Transporte de Carga.xlsx","Control Tributario","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/20-presupuesto-centros-costo-Transporte de Carga.xlsx","Presupuesto Centros de Costo","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/21-activos-fijos-Transporte de Carga.xlsx","Activos Fijos y Depreciación","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/22-punto-equilibrio-Transporte de Carga.xlsx","Punto de Equilibrio","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/23-estados-comparativos-Transporte de Carga.xlsx","Estados Comparativos 3 Años","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/24-costeo-ordenes-Transporte de Carga.xlsx","Costeo porÓrdenes de Trabajo","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/25-calculadora-cts-Transporte de Carga.xlsx","Calculadora CTS","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/26-gratificaciones-Transporte de Carga.xlsx","Calculadora Gratificaciones","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/27-amortizacion-Transporte de Carga.xlsx","Cuadro de Amortización","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/28-vacaciones-Transporte de Carga.xlsx","Calculadora Vacaciones","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/29-afp-onp-Transporte de Carga.xlsx","Calculadora AFP/ONP","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/30-nomina-Transporte de Carga.xlsx","Calculadora Nómina","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/31-roi-Transporte de Carga.xlsx","Calculadora ROI","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/32-ipc-Transporte de Carga.xlsx","Calculadora IPC","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/33-endeudamiento-Transporte de Carga.xlsx","Capacidad Endeudamiento","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/34-proyeccion-flujo-Transporte de Carga.xlsx","Proyección Flujo de Caja","Transporte de Carga","Transporte y Logística","Flete Lima-Provincia | Flete local | Alquiler camión hora | Mudanza | Transporte de material | Encomienda | Carga refrigerada | Almacenaje"
"Transporte y Logistica/01-dashboard-financiero-Taxi Particular.xlsx","Dashboard Financiero","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/02-control-ventas-Taxi Particular.xlsx","Control de Ventas","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/03-inventario-Taxi Particular.xlsx","Control de Inventario","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/04-presupuesto-anual-Taxi Particular.xlsx","Presupuesto Anual","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/05-flujo-de-caja-Taxi Particular.xlsx","Flujo de Caja","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/06-gestion-proyectos-Taxi Particular.xlsx","Gestión de Proyectos","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/07-analisis-kpis-Taxi Particular.xlsx","Análisis de KPIs","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/08-control-gastos-Taxi Particular.xlsx","Control de Gastos","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/09-planilla-personal-Taxi Particular.xlsx","Planilla de Personal","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/10-cuentas-por-cobrar-Taxi Particular.xlsx","Cuentas por Cobrar","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/11-caja-diaria-Taxi Particular.xlsx","Caja Diaria","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/12-compras-proveedores-Taxi Particular.xlsx","Compras y Proveedores","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/13-balance-general-Taxi Particular.xlsx","Balance General","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/14-estado-resultados-Taxi Particular.xlsx","Estado de Resultados","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/15-flujo-efectivo-indirecto-Taxi Particular.xlsx","Flujo de Efectivo Indirecto","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/16-conciliacion-bancaria-Taxi Particular.xlsx","Conciliación Bancaria","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/17-libro-diario-Taxi Particular.xlsx","Libro Diario y Mayor","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/18-ratios-financieros-Taxi Particular.xlsx","Ratios Financieros","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/19-control-tributario-Taxi Particular.xlsx","Control Tributario","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/20-presupuesto-centros-costo-Taxi Particular.xlsx","Presupuesto Centros de Costo","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
"Transporte y Logistica/21-activos-fijos-Taxi Particular.xlsx","Activos Fijos y Depreciación","Taxi Particular","Transporte y Logística","Carrera local | Carrera al aeropuerto | Servicio por hora | Traslado interprovincial | Servicio a empresas | Taxi escolar | Espera | Envío de documentos"
